date,close,high,low,open,rsi_sig,cci_sig,donchian_sig,return_sig
2013-08-02,170.95,170.97,170.05,170.28,-1,-1,0,1
2013-08-01,170.66,170.81,169.9,169.99,-1,0,0,1
2013-07-31,168.71,169.85,168.49,168.94,0,0,0,1
2013-07-30,168.59,169.28,168.19,169.1,0,0,0,1
2013-07-29,168.59,169.06,168.11,168.68,0,0,0,1
2013-07-26,169.11,169.16,167.52,168.22,0,0,0,1
2013-07-25,168.93,169.08,167.94,168.22,0,0,0,1
2013-07-24,168.52,169.86,168.18,169.79,0,0,0,1
2013-07-23,169.14,169.83,169.05,169.8,0,0,0,1
2013-07-22,169.5,169.74,169.01,169.41,0,0,0,1
2013-07-19,169.17,169.23,168.31,168.52,0,0,0,1
2013-07-18,168.87,169.27,168.2,168.31,0,0,0,1
2013-07-17,167.95,168.48,167.73,168.16,0,1,0,1
2013-07-16,167.52,168.36,167.07,168.26,1,1,0,-1
2013-07-15,168.15,168.39,167.68,167.97,0,1,0,-1
2013-07-12,167.51,167.93,167.13,167.39,1,1,0,-1
2013-07-11,167.44,167.61,165.18,167.11,0,1,0,-1
2013-07-10,165.19,165.75,164.63,164.97,1,1,0,-1
2013-07-09,165.13,165.33,164.27,164.98,1,1,0,-1
2013-07-08,163.95,164.39,163.08,163.86,1,1,0,-1
2013-07-05,163.02,163.08,161.3,162.47,1,1,0,-1
2013-07-03,161.28,161.77,160.22,160.48,1,1,0,-1
2013-07-02,161.21,162.3,160.5,161.12,1,1,0,-1
2013-07-01,161.36,162.48,161.08,161.26,1,1,0,-1
2013-06-28,160.42,161.4,159.86,160.63,1,1,0,-1
2013-06-27,161.08,161.82,160.95,161.1,1,1,0,-1
2013-06-26,160.14,160.5,159.25,159.87,1,1,0,-1
2013-06-25,158.57,160.1,157.42,158.48,1,1,0,-1
2013-06-24,157.06,158.43,155.73,157.41,1,1,0,-1
2013-06-21,159.07,159.76,157.47,159.64,1,0,0,-1
2013-06-20,159.4,163.47,158.98,161.86,1,0,0,-1
2013-06-19,163.45,165.89,163.38,165.6,0,0,0,-1
2013-06-18,165.74,165.99,164.52,164.53,0,0,0,-1
2013-06-17,164.44,165.22,163.22,164.29,0,0,0,-1
2013-06-14,163.18,164.67,162.91,164.03,0,0,0,-1
2013-06-13,164.21,164.5,161.3,161.66,0,0,0,-1
2013-06-12,161.75,164.39,161.6,164.22,0,0,0,-1
2013-06-11,163.1,164.54,162.74,163.3,0,0,0,-1
2013-06-10,164.8,165.4,164.37,165.31,0,-1,0,-1
2013-06-07,164.8,164.95,163.14,163.85,0,0,0,-1
2013-06-06,162.73,162.74,160.25,161.2,0,0,0,-1
2013-06-05,161.27,163.42,161.13,163.09,0,0,0,-1
2013-06-04,163.56,165.1,162.73,164.44,0,0,0,1
2013-06-03,164.35,164.46,162.66,163.83,0,0,0,1
2013-05-31,163.45,166.31,163.13,165.37,0,0,0,1
2013-05-30,165.83,166.59,165.22,165.35,0,-1,0,1
2013-05-29,165.22,165.8,164.34,165.42,0,0,0,1
2013-05-28,166.3,167.78,165.81,167.04,0,-1,0,1
2013-05-24,165.31,165.38,163.98,164.47,0,0,0,1
2013-05-23,165.45,165.91,163.94,164.16,0,0,0,1
2013-05-22,165.93,169.07,165.17,167.34,0,-1,0,1
2013-05-21,167.17,167.8,166.5,167.08,0,-1,0,1
2013-05-20,166.93,167.58,166.61,166.78,0,-1,0,1
2013-05-17,166.94,167.04,165.73,165.95,0,0,0,1
2013-05-16,165.34,166.36,165.09,165.78,0,0,0,1
2013-05-15,166.12,166.45,164.91,164.96,0,0,0,1
2013-05-14,165.23,165.35,163.67,163.67,0,0,0,1
2013-05-13,163.54,163.81,162.82,163.2,0,0,0,1
2013-05-10,163.41,163.55,162.51,162.99,0,0,0,1
2013-05-09,162.88,163.7,162.47,163.27,0,0,0,-1
2013-05-08,163.34,163.39,162.33,162.42,0,0,0,-1
2013-05-07,162.6,162.65,161.67,162.13,0,1,0,-1
2013-05-06,161.78,162.01,161.42,161.49,0,1,0,1
2013-05-03,161.37,161.88,159.78,161.14,1,1,0,-1
2013-05-02,159.75,159.89,158.53,158.68,1,1,0,-1
2013-05-01,158.28,159.41,158.1,159.33,1,1,0,-1
2013-04-30,159.68,159.72,158.61,159.27,1,1,0,-1
2013-04-29,159.3,159.65,158.42,158.67,1,1,0,-1
2013-04-26,158.24,158.6,157.73,158.33,1,1,0,-1
2013-04-25,158.52,159.27,158.1,158.34,1,1,0,-1
2013-04-24,157.88,158.3,157.54,157.83,1,1,0,-1
2013-04-23,157.78,157.93,156.17,156.95,1,1,0,-1
2013-04-22,156.17,156.54,154.75,155.78,1,1,0,-1
2013-04-19,155.48,155.55,154.12,154.5,1,1,0,-1
2013-04-18,154.14,155.41,153.55,155.37,1,1,0,-1
2013-04-17,155.11,156.32,154.28,156.29,1,1,0,-1
2013-04-16,157.41,157.49,155.91,156.29,0,0,0,-1
2013-04-15,155.12,158.13,155.1,158.0,0,0,0,-1
2013-04-12,158.8,159.04,157.92,158.68,0,0,0,-1
2013-04-11,159.19,159.71,158.54,158.7,0,0,0,-1
2013-04-10,158.67,158.87,157.13,157.17,0,0,0,-1
2013-04-09,156.75,157.32,155.98,156.5,0,0,0,-1
2013-04-08,156.21,156.22,154.75,155.27,0,0,0,-1
2013-04-05,155.16,155.35,153.77,153.95,0,1,0,-1
2013-04-04,155.86,156.17,155.09,155.43,0,0,0,-1
2013-04-03,155.23,157.03,154.82,156.91,0,0,0,-1
2013-04-02,156.82,157.21,156.37,156.61,0,0,0,-1
2013-04-01,156.05,156.91,155.67,156.59,0,0,0,-1
2013-03-28,156.67,156.85,155.75,156.09,0,0,0,-1
2013-03-27,156.19,156.24,155.0,155.26,0,0,0,-1
2013-03-26,156.19,156.23,155.42,155.59,0,0,0,-1
2013-03-25,154.95,156.27,154.35,156.01,0,0,0,-1
2013-03-22,155.6,155.6,154.73,154.85,0,0,0,-1
2013-03-21,154.36,155.64,154.1,154.76,1,1,0,-1
2013-03-20,155.69,155.95,155.26,155.52,0,0,0,1
2013-03-19,154.61,155.51,153.59,155.3,0,1,0,1
2013-03-18,154.97,155.64,154.2,154.34,0,0,0,-1
2013-03-15,155.83,156.04,155.31,155.85,0,0,0,-1
2013-03-14,156.73,156.8,155.91,156.31,0,0,0,1
2013-03-13,155.9,156.12,155.23,155.76,0,0,0,-1
2013-03-12,155.68,156.1,155.21,155.92,0,0,0,-1
2013-03-11,156.03,156.04,155.13,155.32,0,0,0,-1
2013-03-08,155.44,155.65,154.66,155.46,0,0,0,-1
2013-03-07,154.78,154.98,154.52,154.7,0,1,0,-1
2013-03-06,154.5,154.92,154.16,154.84,0,1,0,-1
2013-03-05,154.29,154.7,153.64,153.66,0,1,0,-1
2013-03-04,152.92,152.92,151.52,151.76,0,1,0,-1
2013-03-01,152.11,152.34,150.41,151.09,0,1,0,-1
2013-02-28,151.61,152.87,151.41,151.9,1,1,0,-1
2013-02-27,151.91,152.33,149.76,149.89,0,1,0,-1
2013-02-26,150.02,150.2,148.73,149.72,1,1,0,-1
2013-02-25,149.0,152.86,149.0,152.63,1,1,0,-1
2013-02-22,151.89,151.89,150.49,151.15,1,0,0,-1
2013-02-21,150.42,151.42,149.94,150.96,1,1,0,-1
2013-02-20,151.34,153.19,151.26,153.14,0,0,0,-1
2013-02-19,153.25,153.28,152.16,152.37,0,0,0,-1
2013-02-15,152.11,152.59,151.55,152.43,0,0,0,-1
2013-02-14,152.29,152.47,151.52,151.69,0,0,0,-1
2013-02-13,152.15,152.61,151.72,152.33,0,0,0,-1
2013-02-12,152.02,152.3,151.61,151.78,0,0,0,-1
2013-02-11,151.77,151.9,151.39,151.74,0,0,0,-1
2013-02-08,151.8,151.89,151.22,151.22,0,0,0,-1
2013-02-07,150.96,151.35,149.86,151.21,0,0,0,-1
2013-02-06,151.16,151.26,150.41,150.52,0,0,0,-1
2013-02-05,151.05,151.48,150.29,150.35,0,0,0,-1
2013-02-04,149.54,151.27,149.43,150.32,0,1,0,-1
2013-02-01,151.24,151.42,150.39,150.65,0,0,0,-1
2013-01-31,149.7,150.38,149.6,149.89,0,1,0,-1
2013-01-30,150.07,150.94,149.93,150.64,0,0,0,-1
2013-01-29,150.66,150.85,149.67,149.77,0,0,0,-1
2013-01-28,150.07,150.33,149.51,150.29,0,1,0,-1
2013-01-25,150.25,150.25,149.37,149.88,0,1,0,1
2013-01-24,149.41,150.14,149.01,149.15,0,1,0,1
2013-01-23,149.37,149.5,148.86,149.13,0,1,0,-1
2013-01-22,149.13,149.13,147.98,148.33,0,1,0,-1
2013-01-18,148.33,148.49,147.43,147.97,0,1,0,-1
2013-01-17,148.0,148.42,147.15,147.7,0,1,0,-1
2013-01-16,147.05,147.28,146.61,146.77,1,1,0,-1
2013-01-15,147.07,147.21,146.2,146.29,1,1,0,-1
2013-01-14,146.97,147.07,146.43,146.89,0,1,0,-1
2013-01-11,147.07,147.15,146.61,147.04,1,1,0,-1
2013-01-10,147.08,147.09,145.97,146.73,1,1,0,-1
2013-01-09,145.92,146.32,145.64,145.87,1,1,0,-1
2013-01-08,145.55,145.91,144.98,145.71,1,1,0,-1
2013-01-07,145.97,146.11,145.43,145.85,1,1,0,-1
2013-01-04,146.37,146.61,145.67,145.97,1,0,0,-1
2013-01-03,145.73,146.37,145.34,145.99,1,0,0,-1
2013-01-02,146.06,146.15,144.73,145.11,1,0,0,-1
2012-12-31,142.41,142.56,139.54,139.66,1,1,0,-1
2012-12-28,140.03,141.42,139.87,140.64,1,1,0,-1
2012-12-27,141.56,142.08,139.92,141.79,1,1,0,-1
2012-12-26,141.75,142.71,141.35,142.64,1,1,0,-1
2012-12-24,142.35,142.56,142.19,142.48,0,1,0,-1
2012-12-21,142.79,144.09,141.94,142.17,0,0,0,-1
2012-12-20,145.12,145.14,143.98,144.38,0,0,0,-1
2012-12-19,144.29,145.58,144.24,145.53,0,0,0,-1
2012-12-18,145.37,145.5,143.79,144.0,0,0,0,-1
2012-12-17,143.77,143.85,142.43,142.47,0,0,0,-1
2012-12-14,142.1,142.58,141.88,142.32,0,0,0,-1
2012-12-13,142.63,143.83,142.27,143.42,0,0,0,-1
2012-12-12,143.51,144.55,143.31,144.0,0,0,0,-1
2012-12-11,143.44,144.11,142.99,143.06,0,0,0,-1
2012-12-10,142.47,142.81,142.15,142.21,0,0,0,-1
2012-12-07,142.41,142.69,141.67,142.53,0,0,0,-1
2012-12-06,141.98,142.04,141.16,141.37,0,0,0,-1
2012-12-05,141.5,142.16,140.37,141.37,0,0,0,-1
2012-12-04,141.25,141.87,140.87,141.44,0,0,0,-1
2012-12-03,141.45,142.92,141.34,142.8,0,0,0,-1
2012-11-30,142.15,142.42,141.66,142.14,0,0,0,-1
2012-11-29,142.12,142.51,141.37,141.99,0,0,0,-1
2012-11-28,141.46,141.54,139.0,139.76,1,1,0,1
2012-11-27,140.33,141.39,140.24,140.91,1,1,0,-1
2012-11-26,141.05,141.36,140.19,140.65,0,1,0,-1
2012-11-23,141.35,141.4,140.04,140.13,0,0,0,-1
2012-11-21,139.45,139.57,139.03,139.31,1,1,0,-1
2012-11-20,139.19,139.42,138.08,138.91,1,1,0,-1
2012-11-19,139.13,139.15,136.41,137.9,1,1,0,-1
2012-11-16,136.37,136.64,134.7,135.9,1,1,0,-1
2012-11-15,135.7,136.49,135.18,135.98,1,1,0,-1
2012-11-14,135.93,138.43,135.62,138.21,1,1,0,-1
2012-11-13,137.79,139.25,137.36,137.54,0,0,0,-1
2012-11-12,138.27,138.81,137.96,138.59,0,0,0,-1
2012-11-09,138.16,139.44,137.55,137.62,0,0,0,-1
2012-11-08,138.04,140.41,137.93,139.7,0,0,0,-1
2012-11-07,139.72,141.68,139.06,141.66,0,0,0,-1
2012-11-06,142.96,143.52,142.13,142.28,0,-1,0,1
2012-11-05,141.85,142.17,140.93,141.35,0,0,0,1
2012-11-02,141.56,143.72,141.41,143.68,0,0,0,1
2012-11-01,142.83,143.01,141.52,141.65,0,-1,0,1
2012-10-31,141.35,142.03,140.68,141.85,0,0,0,-1
2012-10-26,141.35,141.84,140.39,141.3,0,0,0,-1
2012-10-25,141.43,142.28,140.57,142.02,-1,0,0,-1
2012-10-24,141.02,142.1,140.8,141.93,-1,0,0,1
2012-10-23,141.42,142.06,140.83,141.86,-1,0,0,1
2012-10-22,143.41,143.67,142.28,143.15,-1,-1,0,1
2012-10-19,143.39,145.56,143.05,145.55,-1,-1,0,1
2012-10-18,145.82,146.52,145.33,145.82,-1,-1,0,1
2012-10-17,146.2,146.32,145.42,145.64,-1,-1,0,1
2012-10-16,145.54,145.64,144.66,144.76,-1,-1,0,1
2012-10-15,144.08,144.23,142.77,143.23,0,0,0,1
2012-10-12,142.89,143.95,142.58,143.46,0,0,0,1
2012-10-11,143.36,144.49,143.33,144.28,0,0,0,1
2012-10-10,143.28,144.32,143.09,144.18,0,0,0,1
2012-10-09,144.2,145.65,144.15,145.53,0,0,0,1
2012-10-08,145.64,146.12,145.31,145.6,0,-1,0,1
2012-10-05,146.14,147.16,145.7,146.91,0,-1,0,1
2012-10-04,146.13,146.34,145.44,145.64,-1,-1,0,1
2012-10-03,145.09,145.43,144.13,144.89,0,0,0,1
2012-10-02,144.5,145.15,143.83,144.92,0,0,0,1
2012-10-01,144.35,145.69,144.01,144.52,0,0,0,1
2012-09-28,143.97,144.56,143.46,144.09,0,0,0,1
2012-09-27,144.64,144.97,143.51,143.89,0,0,0,1
2012-09-26,143.29,144.11,142.95,144.07,0,0,0,1
2012-09-25,144.1,146.24,144.06,145.96,0,0,0,1
2012-09-24,145.65,145.98,145.04,145.15,0,0,0,1
2012-09-21,145.87,146.67,145.81,146.64,0,-1,0,1
2012-09-20,146.71,146.79,145.63,146.03,0,-1,0,1
2012-09-19,146.7,147.17,146.41,146.79,0,-1,0,1
2012-09-18,146.62,146.81,146.25,146.49,0,-1,0,1
2012-09-17,146.74,147.19,146.37,146.94,0,-1,0,1
2012-09-14,147.24,148.11,146.76,146.88,0,-1,0,1
2012-09-13,146.59,147.04,143.99,144.37,0,0,0,1
2012-09-12,144.39,144.55,143.9,144.39,0,0,0,1
2012-09-11,143.91,144.37,143.56,143.6,0,0,0,1
2012-09-10,143.51,144.44,143.46,144.19,0,0,0,-1
2012-09-07,144.33,144.39,143.88,144.01,0,0,0,-1
2012-09-06,143.77,143.78,141.75,141.76,0,1,0,-1
2012-09-05,140.91,141.47,140.63,141.09,0,1,0,-1
2012-09-04,141.03,141.46,140.13,141.04,1,1,0,-1
2012-08-31,141.16,141.82,140.36,141.29,1,1,0,-1
2012-08-30,140.49,140.94,140.19,140.9,1,1,0,-1
2012-08-29,141.51,141.89,141.12,141.52,1,0,0,-1
2012-08-28,141.4,141.84,140.97,141.18,1,0,0,-1
2012-08-27,141.54,142.08,141.34,141.89,1,0,0,-1
2012-08-24,141.51,141.83,140.22,140.31,1,0,0,-1
2012-08-23,140.66,141.48,140.44,141.47,1,0,0,-1
2012-08-22,141.82,142.05,141.07,141.4,0,0,0,-1
2012-08-21,141.76,143.09,141.45,142.54,0,0,0,-1
2012-08-20,142.19,142.22,141.59,141.98,0,0,0,-1
2012-08-17,142.18,142.3,141.86,142.23,0,0,0,-1
2012-08-16,141.99,142.16,140.8,141.15,0,0,0,-1
2012-08-15,140.95,141.19,140.55,140.64,0,0,0,-1
2012-08-14,140.79,141.38,140.37,141.29,0,0,0,-1
2012-08-13,140.77,140.84,140.04,140.6,0,0,0,-1
2012-08-10,140.84,140.89,139.81,140.04,0,0,0,-1
2012-08-09,140.61,140.89,140.15,140.29,0,0,0,-1
2012-08-08,140.49,140.65,139.81,139.85,0,1,0,-1
2012-08-07,140.32,140.92,140.03,140.18,0,0,0,-1
2012-08-06,139.62,140.17,139.56,139.72,0,1,0,-1
2012-08-03,139.35,139.64,136.68,138.56,0,1,0,-1
2012-08-02,136.64,137.57,135.58,136.55,1,1,0,-1
2012-08-01,137.59,138.73,137.4,138.7,1,1,0,-1
2012-07-31,137.71,138.87,137.71,138.49,1,1,0,-1
2012-07-30,138.68,139.34,138.27,138.52,1,0,0,-1
2012-07-27,138.68,139.07,136.14,136.89,1,1,0,-1
2012-07-26,136.17,136.46,135.26,135.89,1,1,0,-1
2012-07-25,133.96,134.56,133.25,134.21,1,1,0,-1
2012-07-24,133.93,135.25,133.03,135.19,1,1,0,-1
2012-07-23,135.09,136.38,133.84,134.47,1,1,0,-1
2012-07-20,136.47,137.16,136.32,136.95,0,0,0,-1
2012-07-19,137.73,138.18,137.21,137.65,0,0,0,-1
2012-07-18,137.37,137.64,135.96,136.04,0,0,0,-1
2012-07-17,136.36,136.64,134.55,135.97,0,0,0,-1
2012-07-16,135.43,135.83,134.9,135.44,0,0,0,-1
2012-07-13,135.75,135.89,133.84,133.86,0,0,0,-1
2012-07-12,133.51,134.23,132.6,133.38,0,1,0,-1
2012-07-11,134.16,134.6,133.38,134.21,0,1,0,-1
2012-07-10,134.14,136.23,133.68,136.01,0,0,0,-1
2012-07-09,135.32,135.57,134.7,135.38,0,0,0,-1
2012-07-06,135.49,135.77,134.85,135.47,0,0,0,-1
2012-07-05,136.79,137.8,136.29,136.9,0,0,0,-1
2012-07-03,137.41,137.51,136.34,136.48,0,0,0,1
2012-07-02,136.51,136.65,135.52,136.48,0,0,0,-1
2012-06-29,136.1,136.27,134.85,135.2,0,0,0,-1
2012-06-28,132.79,132.99,131.28,132.29,0,1,0,-1
2012-06-27,133.17,133.43,131.97,132.42,0,1,0,-1
2012-06-26,131.98,132.38,130.93,131.7,0,1,0,-1
2012-06-25,131.32,132.1,130.85,132.05,0,1,0,-1
2012-06-22,133.46,133.71,132.62,133.13,0,0,0,-1
2012-06-21,132.44,135.78,132.33,135.64,0,0,0,-1
2012-06-20,135.48,136.1,134.27,135.71,0,0,0,-1
2012-06-19,135.7,136.25,134.37,135.08,0,0,0,-1
2012-06-18,134.4,134.73,133.28,133.58,0,0,0,-1
2012-06-15,134.14,134.26,133.1,133.38,0,0,0,-1
2012-06-14,133.47,134.0,131.98,132.34,0,0,0,-1
2012-06-13,132.07,133.36,131.62,132.53,0,0,0,-1
2012-06-12,132.92,133.01,131.16,131.79,0,0,0,-1
2012-06-11,131.41,134.25,131.28,134.17,0,0,0,-1
2012-06-08,133.1,133.13,131.29,131.71,0,0,0,-1
2012-06-07,132.05,133.53,131.78,133.47,0,0,0,-1
2012-06-06,131.97,132.03,129.93,129.97,0,1,0,-1
2012-06-05,129.07,129.26,127.78,127.85,0,1,0,-1
2012-06-04,128.1,128.74,127.14,128.39,0,1,0,-1
2012-06-01,128.16,131.5,128.16,129.41,0,1,0,-1
2012-05-31,131.47,132.45,130.34,131.71,0,0,0,-1
2012-05-30,131.76,133.69,131.49,132.56,0,0,0,-1
2012-05-29,133.7,133.93,131.17,133.16,0,0,0,1
2012-05-25,132.1,132.85,131.78,132.48,0,0,0,1
2012-05-24,132.53,132.84,131.42,132.63,0,0,0,1
2012-05-23,132.27,132.46,129.99,131.25,0,0,0,-1
2012-05-22,132.2,133.23,131.34,132.31,0,0,0,-1
2012-05-21,131.97,132.02,129.95,130.16,0,0,0,-1
2012-05-18,129.74,131.6,129.55,131.37,0,0,0,-1
2012-05-17,130.86,133.02,130.79,132.86,0,0,0,-1
2012-05-16,132.83,134.55,132.8,133.94,0,-1,0,-1
2012-05-15,133.34,134.81,133.13,134.02,0,-1,0,-1
2012-05-14,134.11,135.61,133.91,134.31,-1,-1,0,1
2012-05-11,135.61,136.87,135.11,135.17,-1,-1,0,1
2012-05-10,136.02,136.85,135.71,136.68,0,-1,0,1
2012-05-09,135.74,136.61,134.49,135.1,0,-1,0,1
2012-05-08,136.55,136.77,134.92,136.28,0,-1,0,1
2012-05-07,137.1,137.56,136.46,136.51,-1,-1,0,1
2012-05-04,137.0,139.3,136.92,138.52,-1,-1,0,1
2012-05-03,139.25,140.45,138.99,140.34,-1,-1,0,1
2012-05-02,140.32,140.46,139.46,139.92,-1,-1,0,1
2012-05-01,140.74,141.66,139.63,139.79,-1,-1,0,1
2012-04-30,139.87,140.21,139.49,140.11,-1,-1,0,1
2012-04-27,140.39,140.79,139.8,140.58,-1,-1,0,1
2012-04-26,140.16,140.32,138.81,138.89,-1,0,0,1
2012-04-25,139.19,139.25,138.53,138.65,-1,0,0,1
2012-04-24,137.31,137.66,136.8,136.91,0,0,0,1
2012-04-23,136.79,136.91,135.94,136.54,0,0,0,1
2012-04-20,137.95,138.83,137.87,138.33,0,0,0,1
2012-04-19,137.72,139.15,137.07,138.63,0,0,0,1
2012-04-18,138.61,139.08,138.38,138.46,0,0,0,1
2012-04-17,139.08,139.36,137.7,137.84,0,0,0,1
2012-04-16,137.05,138.04,136.58,137.84,0,0,0,1
2012-04-13,137.14,138.82,137.01,138.47,0,0,0,1
2012-04-12,138.79,138.9,137.03,137.13,0,0,0,1
2012-04-11,137.0,137.54,136.75,137.29,0,0,0,1
2012-04-10,135.9,138.34,135.76,137.95,0,1,0,1
2012-04-09,138.22,139.84,137.84,138.03,0,0,0,1
2012-04-05,139.79,140.2,139.26,139.38,0,0,0,1
2012-04-04,139.86,140.34,139.34,140.22,0,0,0,1
2012-04-03,141.26,141.88,140.43,141.64,0,-1,0,1
2012-04-02,141.84,142.21,140.36,140.64,0,-1,0,1
2012-03-30,140.81,141.05,140.05,140.92,0,-1,0,1
2012-03-29,140.23,140.49,139.09,139.64,0,0,0,1
2012-03-28,140.47,141.32,139.64,141.1,0,0,0,1
2012-03-27,141.17,141.83,141.08,141.74,0,-1,0,1
2012-03-26,141.61,141.61,140.6,140.65,0,-1,0,1
2012-03-23,139.65,139.81,138.55,139.32,0,0,0,1
2012-03-22,139.2,139.55,138.74,139.18,0,0,0,1
2012-03-21,140.21,140.65,139.92,140.52,0,0,0,1
2012-03-20,140.44,140.61,139.64,140.05,0,0,0,1
2012-03-19,140.85,141.28,140.11,140.21,0,0,0,1
2012-03-16,140.3,140.48,140.0,140.36,0,0,0,1
2012-03-15,140.72,140.78,139.76,140.12,0,0,0,1
2012-03-14,139.91,140.45,139.48,140.1,0,0,0,1
2012-03-13,140.06,140.13,138.09,138.32,0,0,0,1
2012-03-12,137.58,137.76,137.09,137.55,0,1,0,1
2012-03-09,137.57,137.93,137.13,137.3,0,1,0,1
2012-03-08,137.04,137.32,136.24,136.52,0,1,0,-1
2012-03-07,135.69,135.91,134.93,135.06,1,1,0,-1
2012-03-06,134.75,135.43,134.36,135.35,1,1,0,-1
2012-03-05,136.75,137.2,136.28,137.1,0,1,0,-1
2012-03-02,137.31,137.82,137.0,137.64,0,0,0,-1
2012-03-01,137.73,137.99,136.93,137.31,0,0,0,-1
2012-02-29,137.02,138.19,136.54,137.76,0,0,0,-1
2012-02-28,137.56,137.72,136.93,137.2,0,0,0,-1
2012-02-27,137.16,137.53,135.8,136.02,0,0,0,-1
2012-02-24,136.93,137.2,136.63,136.93,0,0,0,-1
2012-02-23,136.63,136.73,135.5,135.96,0,0,0,-1
2012-02-22,136.03,136.55,135.79,136.26,0,0,0,-1
2012-02-21,136.47,137.05,136.05,136.73,0,0,0,-1
2012-02-17,136.41,136.63,135.96,136.52,0,0,0,-1
2012-02-16,136.05,136.17,134.33,134.57,0,1,0,-1
2012-02-15,134.56,135.83,134.29,135.63,0,1,0,-1
2012-02-14,135.19,135.27,134.25,135.0,0,1,0,-1
2012-02-13,135.36,135.52,134.74,135.32,0,0,0,-1
2012-02-10,134.36,134.47,133.84,134.16,1,1,0,-1
2012-02-09,135.36,135.59,134.56,135.41,0,0,0,-1
2012-02-08,135.19,135.22,134.31,134.86,0,0,0,-1
2012-02-07,134.79,135.02,133.64,134.17,0,1,0,-1
2012-02-06,134.45,134.51,133.83,133.98,0,1,0,-1
2012-02-03,134.54,134.62,133.77,134.0,0,0,0,-1
2012-02-02,132.68,133.02,132.21,132.73,1,1,0,-1
2012-02-01,132.47,133.14,132.13,132.29,1,1,0,-1
2012-01-31,131.32,132.18,130.68,132.02,1,1,0,-1
2012-01-30,131.37,131.44,130.06,130.51,1,1,0,-1
2012-01-27,131.82,132.05,131.15,131.24,1,1,0,-1
2012-01-26,131.88,133.4,131.36,133.15,0,0,0,-1
2012-01-25,132.56,132.87,130.75,131.26,0,0,0,-1
2012-01-24,131.46,131.5,130.6,130.8,1,1,0,-1
2012-01-23,131.61,132.25,130.98,131.51,0,0,0,-1
2012-01-20,131.95,131.95,130.92,131.24,1,0,0,-1
2012-01-19,131.46,131.57,130.8,131.22,1,0,0,-1
2012-01-18,130.77,130.84,129.08,129.31,1,1,0,-1
2012-01-17,129.34,130.32,128.9,130.08,1,1,0,-1
2012-01-13,128.84,129.05,127.72,128.64,1,1,0,-1
2012-01-12,129.51,129.7,128.54,129.57,0,1,0,-1
2012-01-11,129.2,129.37,128.52,128.73,1,1,0,-1
2012-01-10,129.13,129.65,128.95,129.39,0,1,0,-1
2012-01-09,128.02,128.18,127.41,128.0,1,1,0,-1
2012-01-06,127.71,128.22,127.29,128.2,1,1,0,-1
2012-01-05,128.04,128.23,126.43,127.01,1,1,0,-1
2012-01-04,127.7,127.81,126.71,127.2,1,1,0,-1
2012-01-03,127.5,128.38,127.43,127.76,1,0,0,-1
2011-12-30,125.5,126.33,125.5,126.02,1,1,-1,-1
2011-12-29,126.12,126.25,124.86,125.24,1,1,0,-1
2011-12-28,124.83,126.53,124.73,126.51,1,1,0,-1
2011-12-27,126.49,126.82,126.06,126.17,0,0,0,-1
2011-12-23,126.39,126.43,125.41,125.67,0,0,0,-1
2011-12-22,125.27,125.4,124.23,124.63,0,1,0,-1
2011-12-21,124.17,124.36,122.75,123.93,1,1,0,-1
2011-12-20,123.93,124.14,120.37,122.18,1,1,0,-1
2011-12-19,120.29,122.32,120.03,122.06,1,1,0,-1
2011-12-16,121.59,122.95,121.3,122.23,1,1,0,-1
2011-12-15,122.18,123.2,121.99,123.03,0,1,0,-1
2011-12-14,121.74,123.03,121.47,122.56,1,1,0,-1
2011-12-13,123.05,125.57,122.45,124.86,0,0,0,-1
2011-12-12,124.21,124.97,123.16,124.95,0,0,0,-1
2011-12-09,126.05,126.37,124.4,124.51,0,0,0,-1
2011-12-08,123.95,126.18,123.65,125.9,0,0,0,-1
2011-12-07,126.73,127.26,124.97,125.84,0,0,0,-1
2011-12-06,126.26,127.11,125.76,126.21,0,0,0,-1
2011-12-05,126.22,127.18,125.44,126.84,0,0,0,-1
2011-12-02,124.86,126.5,124.78,126.12,0,0,0,-1
2011-12-01,124.97,125.64,124.43,124.85,0,0,0,-1
2011-11-30,124.99,125.22,120.0,123.49,0,0,0,-1
2011-11-29,120.05,121.0,119.61,120.05,0,1,0,-1
2011-11-28,119.71,120.18,118.82,119.54,0,1,0,-1
2011-11-25,116.34,117.7,116.2,116.38,0,1,0,-1
2011-11-23,116.56,119.19,116.56,118.07,0,1,0,-1
2011-11-22,119.19,120.1,118.52,119.4,0,0,0,-1
2011-11-21,119.66,120.35,118.65,120.2,0,0,0,-1
2011-11-18,121.98,122.75,121.47,122.5,0,0,0,-1
2011-11-17,122.11,124.16,121.23,123.85,0,0,0,1
2011-11-16,124.08,126.34,123.9,124.81,0,0,0,1
2011-11-15,126.08,126.75,124.72,125.17,0,0,0,1
2011-11-14,125.46,127.45,124.92,126.19,0,0,0,1
2011-11-11,126.66,126.99,125.79,125.83,0,0,0,1
2011-11-10,124.32,124.94,123.02,124.79,0,0,0,1
2011-11-09,123.16,125.8,122.86,124.89,0,0,0,-1
2011-11-08,127.88,128.02,125.71,126.92,0,0,0,1
2011-11-07,126.26,126.39,124.2,125.39,0,0,0,-1
2011-11-04,125.48,125.7,124.01,125.23,-1,0,0,-1
2011-11-03,126.25,126.5,123.6,125.27,-1,0,0,1
